geoid,year,HIV
48245,2015,23.2
48247,2015,0
48249,2015,7.25
48251,2015,10
48253,2015,34.3
48255,2015,20.03
48257,2015,10.9
48259,2015,0
48261,2015,0
48263,2015,0
48265,2015,0
48267,2015,0
48269,2015,0
48271,2015,0
48273,2015,12.56
48275,2015,0
48277,2015,8.09
48279,2015,0
48281,2015,0
48283,2015,0
48285,2015,15.12
48287,2015,23.67
48289,2015,17.56
48291,2015,15.3
48293,2015,17.15
48295,2015,0
48297,2015,24.53
48299,2015,0
48301,2015,0
48303,2015,17.5
48305,2015,52.41
48307,2015,0
48309,2015,11.4
48311,2015,0
48313,2015,21.33
48315,2015,0
48317,2015,0
48319,2015,0
48321,2015,30.1
48323,2015,6.93
48325,2015,6.2
48327,2015,0
48329,2015,8.6
48331,2015,12.24
48333,2015,0
48335,2015,0
48337,2015,20.77
48339,2015,9.4
48341,2015,13.48
48343,2015,0
48345,2015,0
48347,2015,6.09
48349,2015,15.4
48351,2015,0
48353,2015,0
48355,2015,13.2
48357,2015,0
48359,2015,0
48361,2015,14.5
48363,2015,14.34
48365,2015,16.83
48367,2015,2.38
48369,2015,0
48371,2015,18.52
48373,2015,22.6
48375,2015,26
48377,2015,43.63
48379,2015,0
48381,2015,13
48383,2015,0
48385,2015,0
48387,2015,32.12
48389,2015,27.15
48391,2015,0
48393,2015,0
48395,2015,0
48397,2015,6.8
48399,2015,28.43
48401,2015,27.2
48403,2015,28.94
48405,2015,0
48407,2015,34.7
48409,2015,0
48411,2015,0
48413,2015,0
48415,2015,0
48417,2015,0
48419,2015,11.81
48421,2015,0
48423,2015,11.5
48425,2015,0
48427,2015,4.7
48429,2015,42.37
48431,2015,0
48433,2015,0
48435,2015,0
48437,2015,0
48439,2015,17.4
48441,2015,11.7
48443,2015,0
48445,2015,0
48447,2015,0
48449,2015,12.26
48451,2015,9.3
48453,2015,30.3
48455,2015,20.83
48457,2015,0
48459,2015,7.39
48461,2015,82.17
48463,2015,0
48465,2015,6.12
48467,2015,7.47
48469,2015,12
48471,2015,30.2
48473,2015,8.22
48475,2015,34.13
48477,2015,8.63
48479,2015,14.8
48481,2015,14.8
48483,2015,0
48485,2015,2.28
48487,2015,0
48489,2015,55.7
48491,2015,5.6
48493,2015,0
48495,2015,0
48497,2015,6.35
48499,2015,9.23
48501,2015,0
48503,2015,0
48505,2015,0
48507,2015,0
49001,2015,0
49003,2015,7.68
49005,2015,3.31
49007,2015,19.53
49009,2015,0
49011,2015,4.3
49013,2015,14.38
49015,2015,0
49017,2015,0
49019,2015,31.53
49021,2015,8.27
49023,2015,0
49025,2015,0
49027,2015,0
49029,2015,0
49031,2015,0
49033,2015,0
49035,2015,8.9
49037,2015,0
49039,2015,13.9
49041,2015,0
49043,2015,10.09
49045,2015,6.35
49047,2015,0
49049,2015,2.8
49051,2015,0
49053,2015,5.7
49055,2015,0
49057,2015,1.64
50001,2015,8.1
50003,2015,0
50005,2015,13
50007,2015,3.6
50009,2015,0
50011,2015,0
50013,2015,0
50015,2015,0
50017,2015,13.84
50019,2015,0
50021,2015,6.7
50023,2015,5.12
50025,2015,0
50027,2015,5.38
51001,2015,21.5
51003,2015,5.6
51005,2015,19.14
51007,2015,0
51009,2015,12.53
51011,2015,0
51013,2015,16.7
51015,2015,7.8
51017,2015,0
51019,2015,5.15
51021,2015,0
51023,2015,12
51025,2015,40.4
51027,2015,13.17
51029,2015,17.61
51031,2015,7.26
51033,2015,13.34
51035,2015,13.46
51036,2015,0
51037,2015,0
51041,2015,10.4
51043,2015,0
51045,2015,0
51047,2015,8.09
51049,2015,41.16
51051,2015,26.46
51053,2015,20.8
51057,2015,35.94
51059,2015,8.9
51061,2015,5.82
51063,2015,25.56
51065,2015,11.44
51067,2015,7.11
51069,2015,8.6
51071,2015,23.94
51073,2015,0
51075,2015,17.98
51077,2015,0
51079,2015,0
51081,2015,33.66
51083,2015,11.39
51085,2015,8
51087,2015,21.8
51089,2015,5.78
51091,2015,0
51093,2015,22.7
51095,2015,5.47
51097,2015,55.88
51099,2015,15.68
51101,2015,0
51103,2015,36.48
51105,2015,16.17
51107,2015,7.1
51109,2015,11.56
51111,2015,32.52
51113,2015,0
51115,2015,0
51117,2015,18.6
51119,2015,0
51121,2015,3.07
51125,2015,27.05
51127,2015,0
51131,2015,32.91
51133,2015,32.7
51135,2015,52.3
51137,2015,8.48
51139,2015,16.86
51141,2015,0
51143,2015,6.43
51145,2015,0
51147,2015,17.43
51149,2015,18.5
51153,2015,12.2
51155,2015,8.74
51157,2015,0
51159,2015,0
51161,2015,6.2
51163,2015,0
51165,2015,3.82
51167,2015,0
51169,2015,0
51171,2015,0
51173,2015,9.53
51175,2015,38.2
51177,2015,8.4
51179,2015,11.3
51181,2015,0
51183,2015,34.14
51185,2015,6.99
51187,2015,0
51191,2015,0
51193,2015,22.69
51195,2015,10.07
51197,2015,13.74
51199,2015,21.2
51510,2015,28.1
51520,2015,16.34
51530,2015,0
51540,2015,22
51550,2015,10.8
51570,2015,40.8
51580,2015,70.7
51590,2015,19.9
51595,2015,72.78
51600,2015,0
51610,2015,0
51620,2015,47.11
51630,2015,29.7
51640,2015,57.85
51650,2015,23.5
51660,2015,7.61
51670,2015,17.87
51678,2015,0
51680,2015,10.3
51683,2015,21.1
51685,2015,25.44
51690,2015,0
51700,2015,26.1
51710,2015,35.9
51720,2015,0
51730,2015,122.5
51735,2015,33.17
51740,2015,34.1
51750,2015,22.98
51760,2015,36.8
51770,2015,13.3
51775,2015,15.73
51790,2015,12.29
51800,2015,16.6
51810,2015,18.3
51820,2015,18.61
51830,2015,0
51840,2015,14.66
53001,2015,20.77
53003,2015,18.1
53005,2015,1.58
53007,2015,3.97
53009,2015,5.44
53011,2015,5
53013,2015,0
53015,2015,3.87
53017,2015,9.87
53019,2015,0
53021,2015,7.5
53023,2015,0
53025,2015,3.22
53027,2015,4.22
53029,2015,3.72
53031,2015,13.13
53033,2015,12.9
53035,2015,5
53037,2015,9.24
53039,2015,0
53041,2015,5.27
53043,2015,0
53045,2015,9.5
53047,2015,0
53049,2015,0
53051,2015,22.92
53053,2015,9.1
53055,2015,0
53057,2015,2.46
53059,2015,35.28
53061,2015,5.9
53063,2015,5.6
53065,2015,0
53067,2015,3.5
53069,2015,0
53071,2015,0
53073,2015,4.4
53075,2015,8.3
53077,2015,3.1
54001,2015,23.95
54003,2015,5.4
54005,2015,17.11
54007,2015,0
54009,2015,17.13
54011,2015,10.9
54013,2015,0
54015,2015,0
54017,2015,0
54019,2015,8.89
54021,2015,0
54023,2015,34
54025,2015,11.26
54027,2015,0
54029,2015,0
54031,2015,28.88
54033,2015,8.6
54035,2015,0
54037,2015,0
54039,2015,8.1
54041,2015,0
54043,2015,18.68
54045,2015,11.53
54047,2015,0
54049,2015,0
54051,2015,9.38
54053,2015,0
54055,2015,6.54
54057,2015,0
54059,2015,0
54061,2015,7.6
54063,2015,0
54065,2015,17.12
54067,2015,0
54069,2015,9.29
54071,2015,0
54073,2015,0
54075,2015,0
54077,2015,11.79
54079,2015,7.04
54081,2015,7.6
54083,2015,0
54085,2015,0
54087,2015,0
54089,2015,30.21
54091,2015,23.65
54093,2015,0
54095,2015,44.57
54097,2015,0
54099,2015,9.76
54101,2015,0
54103,2015,0
54105,2015,0
54107,2015,4.63
54109,2015,13.54
55001,2015,19.85
55003,2015,0
55005,2015,0
55007,2015,0
55009,2015,2.8
55011,2015,0
55013,2015,0
55015,2015,8.04
55017,2015,0
55019,2015,0
55021,2015,5.29
55023,2015,24.4
55025,2015,4.5
55027,2015,3.39
55029,2015,0
55031,2015,0
55033,2015,8.99
55035,2015,3.92
55037,2015,0
55039,2015,3.92
55041,2015,0
55043,2015,0
55045,2015,0
55047,2015,0
55049,2015,0
55051,2015,0
55053,2015,0
55055,2015,0
55057,2015,0
55059,2015,10
55061,2015,0
55063,2015,3.38
55065,2015,0
55067,2015,15.61
55069,2015,0
55071,2015,0
55073,2015,2.94
55075,2015,0
55077,2015,0
55078,2015,87.47
55079,2015,15.6
55081,2015,6.59
55083,2015,0
55085,2015,0
55087,2015,3.3
55089,2015,0
55091,2015,0
55093,2015,7.34
55095,2015,0
55097,2015,5.68
55099,2015,0
55101,2015,4.3
55103,2015,0
55105,2015,6
55107,2015,0
55109,2015,3.43
55111,2015,0
55113,2015,0
55115,2015,0
55117,2015,2.6
55119,2015,0
55121,2015,13.54
55123,2015,13.11
55125,2015,0
55127,2015,3.89
55129,2015,0
55131,2015,2.24
55133,2015,1.5
55135,2015,7.7
55137,2015,12.48
55139,2015,2.36
55141,2015,0
56001,2015,0
56003,2015,0
56005,2015,8.13
56007,2015,0
56009,2015,0
56011,2015,0
56013,2015,0
56015,2015,29.89
56017,2015,0
56019,2015,0
56021,2015,4.12
56023,2015,0
56025,2015,4.87
56027,2015,0
56029,2015,0
56031,2015,0
56033,2015,0
56035,2015,30.31
56037,2015,6.72
56039,2015,0
56041,2015,0
56043,2015,0
56045,2015,0
1001,2016,10.9
1003,2016,8
1005,2016,15.41
1007,2016,17.67
1009,2016,6.93
1011,2016,28.95
1013,2016,20
1015,2016,9.3
1017,2016,11.82
1019,2016,15.55
1021,2016,6.83
1023,2016,23.09
1025,2016,16.4
1027,2016,22.24
1029,2016,0
1031,2016,7.81
1033,2016,5.53
1035,2016,47.1
1037,2016,37.8
1039,2016,10.68
1041,2016,28.75
1043,2016,13
1045,2016,26.8
1047,2016,10
1049,2016,5.64
1051,2016,3.67
1053,2016,0
1055,2016,8
1057,2016,24.18
1059,2016,0
1061,2016,15.03
1063,2016,47.49
1065,2016,20.06
1067,2016,23.3
1069,2016,23
1071,2016,0
1073,2016,24.9
1075,2016,28.74
1077,2016,11.3
1079,2016,9.02
1081,2016,19.3
1083,2016,6.4
1085,2016,28.96
1087,2016,35.9
1089,2016,15
1091,2016,20.33
1093,2016,10
1095,2016,9
1097,2016,26.1
1099,2016,0
1101,2016,48.9
1103,2016,7
1105,2016,0
1107,2016,14.76
1109,2016,20.8
1111,2016,17.66
1113,2016,29.5
1115,2016,3.41
1117,2016,4
1119,2016,30.67
1121,2016,13.2
1123,2016,14.5
1125,2016,24.5
1127,2016,6.16
1129,2016,0
1131,2016,27.31
1133,2016,0
2013,2016,121.36
2016,2016,70.83
2020,2016,1.01
2050,2016,22.26
2060,2016,334.08
2068,2016,204.81
2070,2016,60.56
2090,2016,3.98
2100,2016,160.26
2110,2016,12.32
2122,2016,5.13
2130,2016,29.1
2150,2016,29.13
2158,2016,37.27
2164,2016,256.08
2170,2016,3.83
2180,2016,40.33
2185,2016,31.23
2188,2016,52.13
2220,2016,33.98
2240,2016,58.17
2261,2016,32.07
2282,2016,665.56
2290,2016,72.39
4001,2016,12.2
4003,2016,6.6
4005,2016,8.4
4007,2016,5.6
4009,2016,0
4011,2016,0
4012,2016,0
4013,2016,14.8
4015,2016,3.9
4017,2016,11.5
4019,2016,9.9
4021,2016,12.1
4023,2016,8.7
4025,2016,2.5
4027,2016,9.5
5001,2016,21.96
5003,2016,0
5005,2016,0
5007,2016,4.3
5009,2016,0
5011,2016,36.38
5013,2016,0
5015,2016,0
5017,2016,0
5019,2016,13.24
5021,2016,0
5023,2016,11.87
5025,2016,0
5027,2016,16.74
5029,2016,19.1
5031,2016,9.2
5033,2016,9.7
5035,2016,17.7
5037,2016,23.48
5039,2016,0
5041,2016,25.26
5043,2016,21.45
5045,2016,13.8
5047,2016,22.69
5049,2016,33
5051,2016,8.3
5053,2016,22.12
5055,2016,8.97
5057,2016,18.2
5059,2016,52.5
5061,2016,29.9
5063,2016,10.76
5065,2016,0
5067,2016,23.23
5069,2016,30.4
5071,2016,15.28
5073,2016,58.42
5075,2016,0
5077,2016,32.22
5079,2016,0
5081,2016,24.09
5083,2016,0
5085,2016,17.1
5087,2016,0
5089,2016,24.5
5091,2016,6.85
5093,2016,7
5095,2016,55.8
5097,2016,33.79
5099,2016,47.63
5101,2016,50.4
5103,2016,0
5105,2016,39.48
5107,2016,15.81
5109,2016,36.93
5111,2016,16.65
5113,2016,0
5115,2016,6.27
5117,2016,0
5119,2016,35.2
5121,2016,17.19
5123,2016,27
5125,2016,3.37
5127,2016,0
5129,2016,0
5131,2016,9.5
5133,2016,17.74
5135,2016,0
5137,2016,0
5139,2016,10.03
5141,2016,0
5143,2016,10.7
5145,2016,3.78
5147,2016,0
5149,2016,18.56
6001,2016,19.2
6003,2016,0
6005,2016,10.7
6007,2016,7.2
6009,2016,6.64
6011,2016,13.9
6013,2016,12.3
6015,2016,0
6017,2016,1.62
6019,2016,17.1
6021,2016,14.24
6023,2016,5.1
6025,2016,9.1
6027,2016,22.05
6029,2016,14.4
6031,2016,7.5
6033,2016,6.24
6035,2016,12.96
6037,2016,23.5
6039,2016,5.7
6041,2016,12.5
6043,2016,22.98
6045,2016,4.56
6047,2016,9.5
6049,2016,0
6051,2016,0
6053,2016,11.7
6055,2016,10
6057,2016,6.9
6059,2016,13.1
6061,2016,5.9
6063,2016,0
6065,2016,15.1
6067,2016,14.9
6069,2016,5.05
6071,2016,13
6073,2016,18.1
6075,2016,33.8
6077,2016,9.2
6079,2016,6.9
6081,2016,8.8
6083,2016,7.8
6085,2016,8.4
6087,2016,8.9
6089,2016,6
6091,2016,0
6093,2016,9.17
6095,2016,8.7
6097,2016,8.8
6099,2016,7.4
6101,2016,11.6
6103,2016,6.32
6105,2016,0
6107,2016,9.6
6109,2016,5.58
6111,2016,6.5
6113,2016,9.9
6115,2016,5.31
8001,2016,9.8
8003,2016,24.02
8005,2016,12.3
8007,2016,31.12
8009,2016,84.08
8011,2016,0
8013,2016,4.7
8014,2016,6.01
8015,2016,0
8017,2016,0
8019,2016,0
8021,2016,0
8023,2016,0
8025,2016,0
8027,2016,0
8029,2016,9.85
8031,2016,24.6
8033,2016,0
8035,2016,3
8037,2016,5.56
8039,2016,0
8041,2016,7.4
8043,2016,6.32
8045,2016,5.09
8047,2016,0
8049,2016,0
8051,2016,0
8053,2016,0
8055,2016,0
8057,2016,0
8059,2016,8.6
8061,2016,0
8063,2016,0
8065,2016,52.51
8067,2016,7.19
8069,2016,3.1
8071,2016,0
8073,2016,0
8075,2016,18.25
8077,2016,2.67
8079,2016,0
8081,2016,0
8083,2016,14.82
8085,2016,9.65
8087,2016,14.15
8089,2016,0
8091,2016,0
8093,2016,23.3
8095,2016,0
8097,2016,22.53
8099,2016,0
8101,2016,8.7
8103,2016,0
8105,2016,0
8107,2016,16.23
8109,2016,0
8111,2016,0
8113,2016,0
8115,2016,0
8117,2016,13.17
8119,2016,0
8121,2016,0
8123,2016,4.2
8125,2016,39.59
9001,2016,9.9
9003,2016,7.9
9005,2016,7.5
9007,2016,5.6
9009,2016,11.1
9011,2016,3.9
9013,2016,2.65
9015,2016,3.44
10001,2016,14.4
10003,2016,15.8
10005,2016,7.9
11001,2016,58.9
12001,2016,17.5
12003,2016,30.3
12005,2016,11.7
12007,2016,14.86
12009,2016,11.3
12011,2016,44.9
12013,2016,20.8
12015,2016,5.5
12017,2016,6.2
12019,2016,11
12021,2016,18.5
12023,2016,4.33
12027,2016,0
12029,2016,24.54
12031,2016,36.1
12033,2016,15.9
12035,2016,9.5
12037,2016,25.21
12039,2016,41.3
12041,2016,17.43
12043,2016,28.63
12045,2016,25.02
12047,2016,27.85
12049,2016,10.96
12051,2016,27.9
12053,2016,9.4
12055,2016,7.8
12057,2016,25.1
12059,2016,30.1
12061,2016,12.7
12063,2016,16.7
12065,2016,28.76
12067,2016,46.42
12069,2016,12.1
12071,2016,15.6
12073,2016,23.8
12075,2016,14.6
12077,2016,36.58
12079,2016,16.46
12081,2016,9.2
12083,2016,14.3
12085,2016,5
12086,2016,53.3
12087,2016,27.8
12089,2016,11.6
12091,2016,10.2
12093,2016,7.44
12095,2016,38
12097,2016,25.1
12099,2016,22.8
12101,2016,10.3
12103,2016,19.1
12105,2016,21.3
12107,2016,14.7
12109,2016,7
12111,2016,16.8
12113,2016,10.5
12115,2016,6.5
12117,2016,20.9
12119,2016,14.7
12121,2016,21.4
12123,2016,26.5
12125,2016,151.9
12127,2016,18.2
12129,2016,0
12131,2016,9
12133,2016,33.3
13001,2016,21.71
13003,2016,48.35
13005,2016,35.17
13007,2016,0
13009,2016,28.2
13011,2016,16.31
13013,2016,5.19
13015,2016,8.2
13017,2016,0
13019,2016,21.06
13021,2016,48.5
13023,2016,30.84
13025,2016,21.79
13027,2016,25.5
13029,2016,11.04
13031,2016,14.1
13033,2016,17.63
13035,2016,44.6
13037,2016,63.25
13039,2016,7.55
13043,2016,0
13045,2016,13.5
13047,2016,6.02
13049,2016,32.01
13051,2016,38.5
13053,2016,0
13055,2016,0
13057,2016,9.5
13059,2016,20.3
13061,2016,132.45
13063,2016,41
13065,2016,0
13067,2016,26.2
13069,2016,17
13071,2016,19.1
13073,2016,4.1
13075,2016,23.3
13077,2016,13.8
13079,2016,24.35
13081,2016,42.4
13083,2016,0
13085,2016,0
13087,2016,27.2
13089,2016,59
13091,2016,19.45
13093,2016,29.06
13095,2016,80.7
13097,2016,10.3
13099,2016,0
13101,2016,0
13103,2016,10.5
13105,2016,15.67
13107,2016,13.25
13109,2016,28.12
13111,2016,0
13113,2016,8.4
13115,2016,4.14
13117,2016,1.81
13119,2016,17.92
13121,2016,66.7
13123,2016,0
13125,2016,0
13127,2016,24
13129,2016,7.03
13131,2016,16.12
13133,2016,0
13135,2016,19.6
13137,2016,9.04
13139,2016,11.9
13141,2016,0
13143,2016,0
13145,2016,8.91
13147,2016,0
13149,2016,34.82
13151,2016,23.6
13153,2016,22.7
13155,2016,42.45
13157,2016,6.19
13159,2016,0
13161,2016,0
13163,2016,25.13
13165,2016,45.2
13167,2016,31.56
13169,2016,13.97
13171,2016,21.66
13173,2016,38.47
13175,2016,18
13177,2016,13.63
13179,2016,18.8
13181,2016,0
13183,2016,0
13185,2016,35.1
13187,2016,12.72
13189,2016,18.61
13191,2016,0
13193,2016,22.3
13195,2016,13.88
13197,2016,0
13199,2016,18.98
13201,2016,67.5
13205,2016,17.81
13207,2016,10.99
13209,2016,0
13211,2016,16.51
13213,2016,10.17
13215,2016,41.2
13217,2016,21.9
13219,2016,8.14
13221,2016,0
13223,2016,8.7
13225,2016,22.1
13227,2016,0
13229,2016,15.65
13231,2016,22.3
13233,2016,9.57
13235,2016,35.55
13237,2016,18.62
13239,2016,128.48
13241,2016,24.16
13243,2016,55.73
13245,2016,35.3
13247,2016,24.4
13249,2016,0
13251,2016,28.48
13253,2016,47.24
13255,2016,13.1
13257,2016,11.65
13259,2016,110.8
13261,2016,13.16
13263,2016,64.82
13265,2016,251.1
13267,2016,15.94
13269,2016,48.59
13271,2016,25.05
13273,2016,33.46
13275,2016,18.8
13277,2016,39.1
13279,2016,11.03
13281,2016,0
13283,2016,60.27
13285,2016,15.7
13287,2016,37.36
13289,2016,36.72
13291,2016,13.08
13293,2016,11.39
13295,2016,5.89
13297,2016,4.44
13299,2016,11.19
13301,2016,73.5
13303,2016,19.55
13305,2016,9.97
13307,2016,0
13309,2016,37.6
13311,2016,13.85
13313,2016,9.5
13315,2016,34.24
13317,2016,30.6
13319,2016,43.94
13321,2016,19.28
15001,2016,4.2
15003,2016,7.2
15005,2016,0
15007,2016,4.16
15009,2016,5
16001,2016,3
16003,2016,0
16005,2016,4.74
16007,2016,0
16009,2016,0
16011,2016,8.85
16013,2016,13.77
16015,2016,0
16017,2016,9.4
16019,2016,2.67
16021,2016,0
16023,2016,0
16025,2016,0
16027,2016,3
16029,2016,0
16031,2016,17.02
16033,2016,0
16035,2016,0
16037,2016,0
16039,2016,11.53
16041,2016,0
16043,2016,0
16045,2016,0
16047,2016,19.76
16049,2016,0
16051,2016,0
16053,2016,13.05
16055,2016,1.94
16057,2016,0
16059,2016,0
16061,2016,77.86
16063,2016,0
16065,2016,0
16067,2016,0
16069,2016,0
16071,2016,0
16073,2016,0
16075,2016,0
16077,2016,0
16079,2016,0
16081,2016,36.5
16083,2016,7.5
16085,2016,38.11
16087,2016,29.49
17001,2016,10.8
17003,2016,61.75
17005,2016,0
17007,2016,0
17009,2016,59.15
17011,2016,11.99
17013,2016,0
17015,2016,0
17017,2016,31.56
17019,2016,7.7
17021,2016,12.01
17023,2016,0
17025,2016,22.56
17027,2016,0
17029,2016,7.64
17031,2016,25.2
17033,2016,20.72
17035,2016,0
17037,2016,12.5
17039,2016,0
17041,2016,0
17043,2016,5.5
17045,2016,17.08
17047,2016,0
17049,2016,0
17051,2016,18.36
17053,2016,29.47
17055,2016,10.22
17057,2016,8.44
17059,2016,0
17061,2016,0
17063,2016,0
17065,2016,37.22
17067,2016,0
17069,2016,0
17071,2016,0
17073,2016,6.09
17075,2016,0
17077,2016,5.1
17079,2016,0
17081,2016,10.4
17083,2016,0
17085,2016,0
17087,2016,31
17089,2016,7.1
17091,2016,2.73
17093,2016,5.1
17095,2016,5.89
17097,2016,6.2
17099,2016,2.71
17101,2016,24.42
17103,2016,11.68
17105,2016,0
17107,2016,0
17109,2016,0
17111,2016,3.1
17113,2016,7.5
17115,2016,12.3
17117,2016,6.53
17119,2016,6.3
17121,2016,7.87
17123,2016,0
17125,2016,0
17127,2016,0
17129,2016,31.96
17131,2016,25.43
17133,2016,8.81
17135,2016,0
17137,2016,0
17139,2016,0
17141,2016,5.85
17143,2016,10.5
17145,2016,18.73
17147,2016,18.12
17149,2016,0
17151,2016,0
17153,2016,0
17155,2016,0
17157,2016,12.26
17159,2016,0
17161,2016,8.2
17163,2016,15.1
17165,2016,0
17167,2016,6
17169,2016,0
17171,2016,0
17173,2016,0
17175,2016,0
17177,2016,6.58
17179,2016,2.98
17181,2016,0
17183,2016,5.12
17185,2016,0
17187,2016,17.26
17189,2016,0
17191,2016,0
17193,2016,0
17195,2016,0
17197,2016,7.1
17199,2016,0
17201,2016,6.3
17203,2016,7.66
18001,2016,0
18003,2016,9.6
18005,2016,4.91
18007,2016,0
18009,2016,0
18011,2016,6.19
18013,2016,0
18015,2016,0
18017,2016,0
18019,2016,13.5
18021,2016,11.4
18023,2016,0
18025,2016,0
18027,2016,12.13
18029,2016,8.11
18031,2016,11.28
18033,2016,0
18035,2016,10
18037,2016,0
18039,2016,4.9
18041,2016,0
18043,2016,5.2
18045,2016,24.26
18047,2016,0
18049,2016,0
18051,2016,0
18053,2016,4.48
18055,2016,0
18057,2016,2.4
18059,2016,5.43
18061,2016,7.53
18063,2016,3.8
18065,2016,8.24
18067,2016,7.3
18069,2016,10.99
18071,2016,9.09
18073,2016,11.96
18075,2016,14.25
18077,2016,0
18079,2016,0
18081,2016,8.8
18083,2016,10.6
18085,2016,5.06
18087,2016,0
18089,2016,12.4
18091,2016,8.6
18093,2016,0
18095,2016,5.5
18097,2016,25.7
18099,2016,8.59
18101,2016,0
18103,2016,11.15
18105,2016,3.9
18107,2016,10.51
18109,2016,5.74
18111,2016,0
18113,2016,8.4
18115,2016,0
18117,2016,0
18119,2016,0
18121,2016,0
18123,2016,0
18125,2016,0
18127,2016,4.9
18129,2016,0
18131,2016,0
18133,2016,8.01
18135,2016,15.95
18137,2016,10.4
18139,2016,0
18141,2016,13.4
18143,2016,115.6
18145,2016,6.77
18147,2016,0
18149,2016,13.04
18151,2016,0
18153,2016,0
18155,2016,0
18157,2016,6.2
18159,2016,0
18161,2016,0
18163,2016,2.2
18165,2016,0
18167,2016,3.71
18169,2016,0
18171,2016,0
18173,2016,6.4
18175,2016,14.46
18177,2016,6.01
18179,2016,0
18181,2016,12.5
18183,2016,11.96
19001,2016,0
19003,2016,0
19005,2016,0
19007,2016,0
19009,2016,0
19011,2016,0
19013,2016,7.2
19015,2016,0
19017,2016,0
19019,2016,0
19021,2016,0
19023,2016,0
19025,2016,40.63
19027,2016,0
19029,2016,30.4
19031,2016,0
19033,2016,9.29
19035,2016,0
19037,2016,0
19039,2016,0
19041,2016,0
19043,2016,0
19045,2016,6.34
19047,2016,23.61
19049,2016,4.73
19051,2016,0
19053,2016,0
19055,2016,0
19057,2016,7.55
19059,2016,0
19061,2016,3.09
19063,2016,0
19065,2016,19.95
19067,2016,25.2
19069,2016,39.33
19071,2016,0
19073,2016,0
19075,2016,32.49
19077,2016,0
19079,2016,0
19081,2016,0
19083,2016,23.22
19085,2016,28.27
19087,2016,0
19089,2016,0
19091,2016,0
19093,2016,0
19095,2016,0
19097,2016,20.54
19099,2016,10.9
19101,2016,0
19103,2016,9.6
19105,2016,19.57
19107,2016,0
19109,2016,19.85
19111,2016,11.56
19113,2016,10.8
19115,2016,0
19117,2016,0
19119,2016,0
19121,2016,25.24
19123,2016,13.53
19125,2016,12.05
19127,2016,7.44
19129,2016,0
19131,2016,0
19133,2016,0
19135,2016,0
19137,2016,0
19139,2016,0
19141,2016,0
19143,2016,0
19145,2016,0
19147,2016,0
19149,2016,15.87
19151,2016,0
19153,2016,8.5
19155,2016,4.27
19157,2016,16.19
19159,2016,0
19161,2016,0
19163,2016,7.7
19165,2016,0
19167,2016,0
19169,2016,3.09
19171,2016,0
19173,2016,0
19175,2016,0
19177,2016,0
19179,2016,16.9
19181,2016,0
19183,2016,0
19185,2016,0
19187,2016,0
19189,2016,0
19191,2016,0
19193,2016,3.89
19195,2016,0
19197,2016,31.3
20001,2016,23.6
20003,2016,0
20005,2016,0
20007,2016,63.99
20009,2016,14.94
20011,2016,0
20013,2016,0
20015,2016,4.48
20017,2016,0
20019,2016,0
20021,2016,0
20023,2016,0
20025,2016,0
20027,2016,0
20029,2016,0
20031,2016,0
20033,2016,0
20035,2016,11.19
20037,2016,0
20039,2016,0
20041,2016,15.74
20043,2016,39.14
20045,2016,3.35
20047,2016,0
20049,2016,0
20051,2016,13.84
20053,2016,0
20055,2016,0
20057,2016,18.7
20059,2016,0
20061,2016,11.24
20063,2016,0
20065,2016,0
20067,2016,0
20069,2016,0
20071,2016,308.64
20073,2016,0
20075,2016,0
20077,2016,0
20079,2016,11.46
20081,2016,0
20083,2016,0
20085,2016,0
20087,2016,0
20089,2016,0
20091,2016,8.9
20093,2016,0
20095,2016,0
20097,2016,0
20099,2016,19.57
20101,2016,0
20103,2016,0
20105,2016,0
20107,2016,0
20109,2016,0
20111,2016,8.95
20113,2016,10.42
20115,2016,0
20117,2016,0
20119,2016,0
20121,2016,0
20123,2016,0
20125,2016,9.16
20127,2016,71.77
20129,2016,105.34
20131,2016,0
20133,2016,0
20135,2016,0
20137,2016,72.82
20139,2016,0
20141,2016,0
20143,2016,0
20145,2016,0
20147,2016,0
20149,2016,0
20151,2016,31.3
20153,2016,0
20155,2016,6.33
20157,2016,0
20159,2016,0
20161,2016,4.09
20163,2016,0
20165,2016,98.1
20167,2016,0
20169,2016,5.44
20171,2016,0
20173,2016,8.7
20175,2016,17.61
20177,2016,3.4
20179,2016,0
20181,2016,50.29
20183,2016,0
20185,2016,71.29
20187,2016,0
20189,2016,0
20191,2016,0
20193,2016,0
20195,2016,0
20197,2016,0
20199,2016,0
20201,2016,0
20203,2016,0
20205,2016,0
20207,2016,0
20209,2016,15.3
21001,2016,15.56
21003,2016,19.39
21005,2016,18.05
21007,2016,49.66
21009,2016,6.82
21011,2016,32.45
21013,2016,14.75
21015,2016,4.8
21017,2016,19.97
21019,2016,8.31
21021,2016,13.33
21023,2016,47.62
21025,2016,30.11
21027,2016,20.04
21029,2016,3.79
21031,2016,31.14
21033,2016,31.83
21035,2016,7.8
21037,2016,8.9
21039,2016,82.39
21041,2016,37.46
21043,2016,14.79
21045,2016,25.29
21047,2016,22.9
21049,2016,11.17
21051,2016,14.45
21053,2016,39.3
21055,2016,43.54
21057,2016,59.36
21059,2016,4.01
21061,2016,33.02
21063,2016,52.71
21065,2016,27.96
21067,2016,18.5
21069,2016,20.68
21071,2016,10.78
21073,2016,7.91
